Deep Multivariate Mixture of Gaussians for Object Detection under Occlusion,['https://www.semanticscholar.org/paper/Deep-Multivariate-Mixture-of-Gaussians-for-Object-He-Wang/3b2f30db71532e1e1b276529151b9837e77b55a2'],[{'Citations': 0}]
Dynamic Graph Message Passing Networks,['https://www.semanticscholar.org/paper/Dynamic-Graph-Message-Passing-Networks-Zhang-Xu/3827ecf84bc0429b73d9c57a6b2b55e723d4cfba'],[{'Citations': 11}]
POLYNOMIAL ACTIVATION FUNCTIONS,['https://www.semanticscholar.org/paper/POLYNOMIAL-ACTIVATION-FUNCTIONS-Gottemukkula/e5529710a625a32a59dc76bddd6b9086ba18c46e'],[{'Citations': 0}]
CopyCAT: Taking Control of Neural Policies with Constant Attacks,"['https://www.semanticscholar.org/paper/CopyCAT%3A-%3A-Taking-Control-of-Neural-Policies-with-Hussenot-Geist/b4044f9ba81a40a9376cfb61fc0bc53af7643688', 'https://www.semanticscholar.org/paper/CopyCAT%3A-%3A-Taking-Control-of-Neural-Policies-with-Hussenot-Geist/61bdf4409523ca8ead48ee546e8ed0f60681bb05']","[{'Citations': 0}, {'Citations': 0}]"
Influence-aware Memory for Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Influence-aware-Memory-for-Deep-Reinforcement-Suau-Congeduti/e2f15020b5facdb7ea813ab6550e5828a9c4b0ee'],[{'Citations': 0}]
CurricularFace: Adaptive Curriculum Learning Loss for Deep Face Recognition,['https://www.semanticscholar.org/paper/CurricularFace%3A-Adaptive-Curriculum-Learning-Loss-Huang-Wang/71d39d08707e71a6d233e85e864dd9ed4e22110c'],[{'Citations': 4}]
Compressive Hyperspherical Energy Minimization,['https://www.semanticscholar.org/paper/Compressive-Hyperspherical-Energy-Minimization-Lin-Liu/49336767aeb78f73235e4bc215d4ea87f0ec019d'],[{'Citations': 2}]
Testing Robustness Against Unforeseen Adversaries,['https://www.semanticscholar.org/paper/Testing-Robustness-Against-Unforeseen-Adversaries-Kang-Sun/1c5b068ce6dff86bf152312b99f3360456a00faf'],[{'Citations': 21}]
Reasoning-Aware Graph Convolutional Network for Visual Question Answering,['https://www.semanticscholar.org/paper/Reasoning-Aware-Graph-Convolutional-Network-for-Cheng-Yuan/fc85af4aea29b2d2132c173620de656e11d27932'],[{'Citations': 0}]
Text Embedding Bank Module for Detailed Image Paragraph Caption,['https://www.semanticscholar.org/paper/Text-Embedding-Bank-Module-for-Detailed-Image-Shen-Gupta/d2d3adea5f296e6b24908f5af510a7eea19cea64'],[{'Citations': 0}]
FNNP: Fast Neural Network Pruning Using Adaptive Batch Normalization,['https://www.semanticscholar.org/paper/FNNP%3A-Fast-Neural-Network-Pruning-Using-Adaptive-Li-Wu/47de0c67bace10c38b5faed5ef379a2c32755880'],[{'Citations': 0}]
Stabilizing Neural ODE Networks with Stochasticity,['https://www.semanticscholar.org/paper/Stabilizing-Neural-ODE-Networks-with-Stochasticity-Liu-Xiao/e4ec3b79399475f0854f2f2658d2278ee7993119'],[{'Citations': 0}]
Robustness and/or Redundancy Emerge in Overparametrized Deep Neural Networks,['https://www.semanticscholar.org/paper/Robustness-and%2For-Redundancy-Emerge-in-Deep-Neural-Casper-Boix/2aea663ca2d64a56d94401df673abfc4f705dbdc'],[{'Citations': 0}]
Interpretable Deep Neural Network Models: Hybrid of Image Kernels and Neural Networks,['https://www.semanticscholar.org/paper/A-Model-driven-Deep-Neural-Network-for-Single-Image-Wang-Xie/e789c737d2c374a0c4c372ff5e218ed2e86ca0ee'],[{'Citations': 0}]
EnsembleNet: End-to-End Optimization of Multi-headed Models,['https://www.semanticscholar.org/paper/EnsembleNet%3A-End-to-End-Optimization-of-Models-Li-Ng/3d8d08ef343035352064fc42c8e7f9531046e597'],[{'Citations': 2}]
PatchVAE: Learning Local Latent Codes for Recognition,['https://www.semanticscholar.org/paper/PatchVAE%3A-Learning-Local-Latent-Codes-for-Gupta-Singh/57c585300cb00fd85cfc06465d1887b36f70bef0'],[{'Citations': 1}]
Improving One-Shot NAS By Suppressing The Posterior Fading,['https://www.semanticscholar.org/paper/Improving-One-shot-NAS-by-Suppressing-the-Posterior-Li-Lin/751623f203341e12bc80e1df3603a183fd3dc3cf'],[{'Citations': 7}]
Min-max Entropy for Weakly Supervised Pointwise Localization,['https://www.semanticscholar.org/paper/Min-max-Entropy-for-Weakly-Supervised-Pointwise-Belharbi-Rony/262e23e9a36b03e1120a056bbfeb5f4aa5ea2898'],[{'Citations': 2}]
Context-Gated Convolution,['https://www.semanticscholar.org/paper/Context-Gated-Convolution-Lin-Ma/119b1526842c105ef9a5b187c13045eb580220e7'],[{'Citations': 1}]
WHAT ILLNESS OF LANDSCAPE CAN OVER-PARAMETERIZATION ALONE CURE?,['https://www.semanticscholar.org/paper/A-PIECE-OF-MY-MIND.-The-Unreasonable-Patient.-Thurston/ceca5b1848a2f51275c8cdaa756ed094ecde1842'],[{'Citations': 2}]
Representational Disentanglement for Multi-Domain Image Completion,['https://www.semanticscholar.org/paper/Representational-Disentanglement-for-Multi-Domain-Shen-Zhu/5d024f03247d015bd7a80491836ef9d613852814'],[{'Citations': 0}]
SCL: Towards Accurate Domain Adaptive Object Detection via Gradient Detach Based Stacked Complementary Losses,['https://www.semanticscholar.org/paper/SCL%3A-Towards-Accurate-Domain-Adaptive-Object-via-Shen-Maheshwari/9fa67b1ae77844c564266c6fec0c58d170b731e7'],[{'Citations': 6}]
Relevant-features based Auxiliary Cells for Robust and Energy Efficient Deep Learning,['https://www.semanticscholar.org/paper/Relevant-features-based-Auxiliary-Cells-for-Robust-Aketi-Panda/492cab669e096c715a906009da00247ba485bba7'],[{'Citations': 0}]
Learning to Transfer Learn,['https://www.semanticscholar.org/paper/Learning-to-Transfer-Learn-Zhu-Arik/bb85eeda0d19501ec875c41d71e368bde339fbe2'],[{'Citations': 1}]
Variational lower bounds on mutual information based on nonextensive statistical mechanics,['https://www.semanticscholar.org/paper/Variational-lower-bounds-on-mutual-information-on-Balaban-Zikun/45926eb46995a68893906b14859fe3e7710b8112'],[{'Citations': 0}]
Instance adaptive adversarial training: Improved accuracy tradeoffs in neural nets,['https://www.semanticscholar.org/paper/Instance-adaptive-adversarial-training%3A-Improved-in-Balaji-Goldstein/a30e33d5323343fd02be10975946e14df4a962e8'],[{'Citations': 12}]
Robust Few-Shot Learning with Adversarially Queried Meta-Learners,['https://www.semanticscholar.org/paper/Robust-Few-Shot-Learning-with-Adversarially-Queried-Goldblum-Fowl/d78421fb6b20851d5a63f89ef2a7a70383a39269'],[{'Citations': 1}]
Mixture Density Networks Find Viewpoint the Dominant Factor for Accurate Spatial Offset Regression,['https://www.semanticscholar.org/paper/Mixture-Density-Networks-Find-Viewpoint-the-Factor-Varamesh-Tuytelaars/80c65c5e97587ec248a3d80f75b8ef5955e066ba'],[{'Citations': 0}]
Learning Adversarial Grammars for Future Prediction,['https://www.semanticscholar.org/paper/Learning-Adversarial-Grammars-for-Future-Prediction-Piergiovanni-Toshev/31b2675cb72716b61605f7deae678ee87a50a1f7'],[{'Citations': 0}]
Dual-Component Deep Domain Adaptation: A New Approach for Cross Project Software Vulnerability Detection,['https://www.semanticscholar.org/paper/Dual-Component-Deep-Domain-Adaptation%3A-A-New-for-Nguyen-L%C3%AA/29980f37967e5bb6c34016a6c100672241c91a82'],[{'Citations': 0}]
FAN: Focused Attention Networks,['https://www.semanticscholar.org/paper/A-symbolic-model-of-human-attentional-networks-Wang-Fan/618dc053ebba6d4b143b29bf862fde50725c366f'],[{'Citations': 26}]
State2vec: Off-Policy Successor Feature Approximators,['https://www.semanticscholar.org/paper/State2vec%3A-Off-Policy-Successor-Features-Madjiheurem-Toni/4c183f06ec7cc4fcadc9a4439f8d2f2a28bf0849'],[{'Citations': 1}]
Semi-supervised Autoencoding Projective Dependency Parsing,['https://www.semanticscholar.org/paper/Semi-supervised-Autoencoding-Projective-Dependency-Zhang-Goldwasser/6a90f05c4e047caffc508dd8469611e2c1d59c3d'],[{'Citations': 0}]
Progressive Knowledge Distillation For Generative Modeling,['https://www.semanticscholar.org/paper/Progressive-Knowledge-Distillation-For-Generative-Wang-Bardes/704fceb0f6e8a8236db2f58168a295080a996740'],[{'Citations': 0}]
Lyceum: An efficient and scalable ecosystem for robot learning,['https://www.semanticscholar.org/paper/Lyceum%3A-An-efficient-and-scalable-ecosystem-for-Summers-Lowrey/8c6ef902207d1e9404b182ef0f3f2706d950f934'],[{'Citations': 1}]
Adversarial Attribute Learning by  Exploiting negative correlated attributes,['https://www.semanticscholar.org/paper/Adversarial-Attribute-Learning-by-Exploiting-Tsutsui-Fu/ceb154771ec4067b61fcc0cd2ae2f1adea0b5729'],[{'Citations': 0}]
VISUALIZING POINT CLOUD CLASSIFIERS BY MORPHING POINT CLOUDS INTO POTATOES,['https://www.semanticscholar.org/paper/VISUALIZING-POINT-CLOUD-CLASSIFIERS-BY-MORPHING-Chen-Wu/b66b34229b9187b899f74c6dbc117c6bb867f663'],[{'Citations': 0}]
Learning Multi-Agent Communication Through Structured Attentive Reasoning,['https://www.semanticscholar.org/paper/Learning-Multi-Agent-Coordination-through-Pesce-Montana/585bc8684c3cdc34f3fb4803bec595a3b5ca4456'],[{'Citations': 0}]
The Power of  Semantic Similarity based Soft-Labeling for Generalized Zero-Shot Learning,['https://www.semanticscholar.org/paper/The-Power-of-Semantic-Similarity-based-for-Learning-Daghaghi-Medini/d58b7f4134393be7e51317a260dd9f9713d77520'],[{'Citations': 0}]
Spline Templated Based Handwriting Generation,['https://www.semanticscholar.org/paper/Spline-Templated-Based-Handwriting-Generation-Clothiaux-Starzl/5894834606a5a3eb6bfa2dfd4caecbcb3dd4fd4f'],[{'Citations': 0}]
Improving the robustness of ImageNet classifiers using elements of human visual cognition,['https://www.semanticscholar.org/paper/Improving-the-robustness-of-ImageNet-classifiers-of-Orhan-Lake/61583cc2f186d4a2a14699d6a06364c2894358d3'],[{'Citations': 2}]
Going Deeper with Lean Point Networks,"['https://www.semanticscholar.org/paper/Going-Deeper-with-Lean-Point-Networks-Le-Kokkinos/201b9d85fcb5ec70c39790664b403c40661f6bc3', 'https://www.semanticscholar.org/paper/Going-Deeper-with-Point-Networks-Le-Kokkinos/51e3fbba3f69c8c7d406b4137a9b2e14efa0a51f']","[{'Citations': 0}, {'Citations': 4}]"
Newton Residual Learning,['https://www.semanticscholar.org/paper/Newton-Residual-Learning-Chrysos-Deng/149f81c70971ad0fcbabda15f599fcc53869856e'],[{'Citations': 0}]
Training-Free Uncertainty Estimation for Neural Networks,['https://www.semanticscholar.org/paper/Training-Free-Uncertainty-Estimation-for-Neural-Mi-Wang/963af13517d4ae5abacce3da93e0b23abd130964'],[{'Citations': 2}]
AMUSED: A Multi-Stream Vector Representation Method for Use In Natural Dialogue,['https://www.semanticscholar.org/paper/AMUSED%3A-A-Multi-Stream-Vector-Representation-Method-Kumar-Joshi/fb785f1b8a958ffdba4288369b93365aa3b1d477'],[{'Citations': 0}]
Posterior Sampling: Make Reinforcement Learning Sample Efficient Again,['https://www.semanticscholar.org/paper/Posterior-Sampling%3A-Make-Reinforcement-Learning-Seward-Bergmann/e52b0f99c0170506c938ca4a967f4790594fc504'],[{'Citations': 0}]
Unifying Part Detection And Association For Multi-person Pose Estimation,['https://www.semanticscholar.org/paper/Unifying-Part-Detection-And-Association-For-Pose-Briq-D%C3%B6ring/b4be65c0cdfe8d8a8985af68425d0d3002a1d376'],[{'Citations': 0}]
Slow Thinking Enables Task-Uncertain Lifelong and Sequential Few-Shot Learning,['https://www.semanticscholar.org/paper/Slow-Thinking-Enables-Task-Uncertain-Lifelong-and-Dolor-Chu/7fe6e8011058bf2146a68d925ce3073bb00fa626'],[{'Citations': 0}]
How Aggressive Can Adversarial Attacks Be: Learning Ordered Top-k Attacks,"['https://www.semanticscholar.org/paper/How-Aggressive-Can-Adversarial-Attacks-Be%3A-Learning-Zhang-Wu/4034a67fe072c2cd20be405b9657cd0c33746abe', 'https://www.semanticscholar.org/paper/Learning-Ordered-Top-k-Adversarial-Attacks-via-Zhang-Wu/d4d43809027fa009887435875c5e1f671fd55528']","[{'Citations': 0}, {'Citations': 0}]"
PolyGAN: High-Order Polynomial Generators,['https://www.semanticscholar.org/paper/PolyGAN%3A-High-Order-Polynomial-Generators-Chrysos-Moschoglou/5e088e188bd67f902ac28aef98dc433fc334ecb8'],[{'Citations': 6}]
Generative Multi Source Domain Adaptation,['https://www.semanticscholar.org/paper/Moment-Matching-for-Multi-Source-Domain-Adaptation-Peng-Bai/3217278e346fefbd34f0727321059c7ea5792612'],[{'Citations': 77}]
Semi-Supervised Named Entity Recognition with CRF-VAEs,['https://www.semanticscholar.org/paper/Semi-Supervised-Named-Entity-Recognition-with-Effland-Collins/da632dfcb604d89179518acaaeaed696cc99dae0'],[{'Citations': 0}]
Understanding the (Un)interpretability of Natural Image Distributions Using Generative Models,['https://www.semanticscholar.org/paper/Understanding-the-(un)interpretability-of-natural-Krusinga-Shah/ceb5e51c800e1d243f406da5d004bb39e7f4b6be'],[{'Citations': 5}]
Strong Baseline Defenses Against Clean-Label Poisoning Attacks,['https://www.semanticscholar.org/paper/Strong-Baseline-Defenses-Against-Clean-Label-Gupta-Huang/ffc19585a0770fd2d7cb051ea3f84f1786348e4f'],[{'Citations': 1}]
Domain-Relevant Embeddings for Question Similarity,['https://www.semanticscholar.org/paper/Domain-Relevant-Embeddings-for-Medical-Question-McCreery-Katariya/0138a624b0b074bc6f5eb54e86c0a9e0615a7e1d'],[{'Citations': 0}]
Divide-and-Conquer Adversarial Learning for High-Resolution Image Enhancement,['https://www.semanticscholar.org/paper/Divide-and-Conquer-Adversarial-Learning-for-Image-Huang-Paudel/6d49d1d8c1a4d6812f9625adcf2d9b65e98da0f9'],[{'Citations': 0}]
Learning Out-of-distribution Detection without Out-of-distribution Data,['https://www.semanticscholar.org/paper/Learning-Out-of-distribution-Detection-without-Data-Hsu-Shen/2a6fdf7200d21d16bb6aeb7c5432354c2e528e1f'],[{'Citations': 0}]
Domain Adaptation Through Label Propagation: Learning Clustered and Aligned Features,['https://www.semanticscholar.org/paper/Automated-pattern-identification-and-anomaly-case-Goss-Nitschke/739bc2b65eb471c9c260a8ef326555826d7800bf'],[{'Citations': 0}]
ManiGAN: Text-Guided Image Manipulation,['https://www.semanticscholar.org/paper/ManiGAN%3A-Text-Guided-Image-Manipulation-Li-Qi/953667588e089ae99f049e8574d013bb70aa8517'],[{'Citations': 3}]
Empirical observations pertaining to learned priors for deep latent variable models,['https://www.semanticscholar.org/paper/Empirical-observations-pertaining-to-learned-priors-Morrow-Chiu/0d2933a6072c3dab01cebec28f60c5f1f04d12ed'],[{'Citations': 0}]
Variational inference of latent hierarchical dynamical systems in neuroscience: an application to calcium imaging data,['https://www.semanticscholar.org/paper/Variational-inference-of-latent-hierarchical-in-an-Prince-Richards/d658f060f00a7f7c1dbb3adad1eb8ea25f264424'],[{'Citations': 0}]
Characterizing convolutional neural networks with one-pixel signature,['https://www.semanticscholar.org/paper/Characterizing-convolutional-neural-networks-with-Huang-Peng/35f3dba6fc75aa0ddc979dd3b49e14b0b17ed5f4'],[{'Citations': 0}]
Increasing batch size through instance repetition improves generalization,['https://www.semanticscholar.org/paper/Increasing-batch-size-through-instance-repetition-Hoffer-Ben-Nun/283ac18e120b435b666e1132812386270a2e4cfb'],[{'Citations': 0}]
"Mix & Match: training convnets with mixed image sizes for improved accuracy, speed and scale resiliency",['https://www.semanticscholar.org/paper/An-examination-of-selected-marketing-mix-elements-Yoo-Donthu/f448a3d93c31fcc66ae620a24db3a1c6f3ab6298'],[]
Revisit Knowledge Distillation: a Teacher-free Framework,"['https://www.semanticscholar.org/paper/Revisit-Knowledge-Distillation%3A-a-Teacher-free-Yuan-Tay/8d2b23f77b10db21d00a5da926cb20ca0d7f907e', 'https://www.semanticscholar.org/paper/Revisiting-Knowledge-Distillation-via-Label-Yuan-Tay/7ea2a78a8d8a6327bd13aa4f2d9ace9231bd9662']","[{'Citations': 10}, {'Citations': 2}]"
On learning visual odometry errors,['https://www.semanticscholar.org/paper/On-learning-visual-odometry-errors-Maio-Lacroix/ea4b8cf2137fa8a1f116f126beeb1c2b2472885b'],[{'Citations': 0}]
Mitigating Posterior Collapse in Strongly Conditioned Variational Autoencoders,['https://www.semanticscholar.org/paper/Mitigating-Posterior-Collapse-in-Strongly-Aliakbarian-Saleh/71490e6b2dcf97ed1eef164026ffb44014296324'],[{'Citations': 0}]
Unsupervised  Video-to-Video Translation via Self-Supervised Learning,['https://www.semanticscholar.org/paper/Unsupervised-Video-to-Video-Translation-via-Liu-Gu/c50ebe0d728534fa543cb6101e423181f60149b9'],[{'Citations': 0}]
ROBUST SINGLE-STEP ADVERSARIAL TRAINING,['https://www.semanticscholar.org/paper/ROBUST-SINGLE-STEP-ADVERSARIAL-TRAINING-Vivek-Babu/ff1a45ecd6fadea5364d09b7a568c345749a4b3f'],[{'Citations': 0}]
Attentive Weights Generation for Few Shot Learning via Information Maximization,['https://www.semanticscholar.org/paper/Attentive-Weights-Generation-for-Few-Shot-Learning-Guo-Cheung/f5003f197aea0bfae680559da9462aa396b07a1d'],[{'Citations': 1}]
DropGrad: Gradient Dropout Regularization for Meta-Learning,['https://www.semanticscholar.org/paper/DropGrad%3A-Gradient-Dropout-Regularization-for-Tseng-Chen/8d17834bb323a96fe638a5ace0895f6ae54caaa9'],[{'Citations': 0}]
Hierarchical Image-to-image Translation with Nested Distributions Modeling,['https://www.semanticscholar.org/paper/Hierarchical-Image-to-image-Translation-with-Nested-Qiao-Wang/47dcbcbd20020aab4496be499252112d32e9cc70'],[{'Citations': 0}]
Deep Neural Forests: An Architecture for Tabular Data,['https://www.semanticscholar.org/paper/Deep-Neural-Forests%3A-An-Architecture-for-Tabular-Abutbul-Elidan/ea5fd088fbe888908215280350ee69f3996d6542'],[{'Citations': 0}]
Is my Deep Learning Model Learning more than I want it to?,['https://www.semanticscholar.org/paper/Is-my-Deep-Learning-Model-Learning-more-than-I-want-Panwar-Tater/960464dde002f17fb12fbdcb911f1ac6f8f07c56'],[{'Citations': 0}]
ADASAMPLE: ADAPTIVE SAMPLING OF HARD POSITIVES FOR DESCRIPTOR LEARNING,['https://www.semanticscholar.org/paper/AdaSample%3A-Adaptive-Sampling-of-Hard-Positives-for-Zhang-Zhang/3f22f112443b9028cd0c183474fa1ab27580e816'],[{'Citations': 1}]
Better Optimization for Neural Architecture Search with Mixed-Level Reformulation,['https://www.semanticscholar.org/paper/Better-Optimization-for-Neural-Architecture-Search-He-Ye/72ef3ee98a7ab73a48406e1a3b5205bc98dec20d'],[{'Citations': 0}]
Amharic Light Stemmer,['https://www.semanticscholar.org/paper/An-improved-Arabic-light-stemmer-Elrajubi/aa9b43317dd197a7153a84975e1fbea8da0139af'],[{'Citations': 10}]
Neural Reverse Engineering of Stripped Binaries,['https://www.semanticscholar.org/paper/Neural-Reverse-Engineering-of-Stripped-Binaries-David-Alon/030672cf53c11800602dbb66217b3cd1bf4b95e9'],[{'Citations': 8}]
Cost-Effective Interactive Neural Attention Learning,['https://www.semanticscholar.org/paper/Cost-effective-Interactive-Attention-Learning-with-Heo-Park/23269ee8c2c1f11cb6f298aad3ab7df4f57ffb0f'],[{'Citations': 0}]
Gated Channel Transformation for Visual Recognition,['https://www.semanticscholar.org/paper/Gated-Channel-Transformation-for-Visual-Recognition-Yang-Zhu/6a6fa3e3a37b6eebc382a59de8cbc3c6c6eb710d'],[{'Citations': 1}]
Masked Translation Model,['https://www.semanticscholar.org/paper/Masked-Translation-Model-Nix-Kim/93800f8d7dd7647167d2a41bc479fa8cab7b24f3'],[{'Citations': 0}]
Target-directed Atomic Importance Estimation via Reverse Self-attention,['https://www.semanticscholar.org/paper/Target-directed-Atomic-Importance-Estimation-via-Na-Kim/6c832804b7789bc13ac445b7bfd602c7477d04c7'],[{'Citations': 0}]
ProxNet: End-to-End Learning of  Structured Representation by Proximal Mapping,['https://www.semanticscholar.org/paper/ProxNet%3A-End-to-End-Learning-of-Structured-by-Li-Ma/a8368181d2e325fcc397dc535db16946fe5f1e13'],[{'Citations': 0}]
Measure by Measure: Automatic Music Composition with Traditional Western Music Notation,['https://www.semanticscholar.org/paper/Measure-by-Measure%3A-Automatic-Music-Composition-Yan-Duan/2f4187476c51a95572dd021474d280c0a060a8d5'],[{'Citations': 0}]
When Do Variational Autoencoders Know  What They Don't Know?,['https://www.semanticscholar.org/paper/When-Do-Variational-Autoencoders-Know-What-They-Dai-Wipf/8b789780ae556042b338f8c9af82586843f01a0a'],[{'Citations': 0}]
